Consumo
266636404096
293493365541
259932652065
132261732615
128348485314
160120214917
135495436984
271399410091
263818612207
257733472823
118534684155
115054751145
270488543023
295440727726
300798190341
285808478225
252001376281
139331760485
116795749672
131509540835
278365204662
274916086170
281522755501
255387014386
133757933520
132731992654
279763703315
301365147737
359057870965
305595560215
257617762883
146265288908
141860539022
267771411558
285466877793
269263890296
290815647694
256777917323
136162481668
137872145327
298429272994
320394857372
317190905319
300519682307
270655946701
176520290848
167619216878
282709381392
326847121013
322350876161
321777262661
287433127620
168210510693
150604089322
310720475540
303722110048
313733874888
316735964588
293121922998
157948882003
